method,candidate_id,status,objective_value,rmse_mean,rmse_std,rmse_phi_mean,rmse_phi_std,combined_mean,loss_mean,loss_std,ess_mean,ess_std,train_sec_mean,train_sec_std,grad_raw_mean,grad_raw_std,grad_var_mean,grad_var_std,grad_snr_mean,grad_snr_std,elapsed_sec,num_runs,seeds,tune_params,params,error
ot,11,ok,91.33274841308594,1.800743818283081,0.0,0.8639305830001831,0.0,2.664674401283264,91.33274841308594,0.0,2.9864115715026855,0.0,730.0919758230448,0.0,1556626.875,0.0,2355374560641024.0,0.0,0.7766852318537991,0.0,743.2355177402496,1,0,"{""ot_epsilon"": 1.0, ""ot_num_iters"": 20}","{""num_particles"": 25, ""ess_threshold"": 0.5, ""resample"": ""auto"", ""ot_jitter"": ""1e-6"", ""train.steps"": 100, ""train.lr"": ""1e-1"", ""ot_epsilon"": 1.0, ""ot_num_iters"": 20}",
ot,5,ok,56.075416564941406,1.7430026531219482,0.0,0.07822630554437637,0.0,1.8212289586663246,56.075416564941406,0.0,12.26126480102539,0.0,730.2434959113598,0.0,2.8044488430023193,0.0,0.13951395452022552,0.0,5.80972454047388,0.0,743.3221259117126,1,0,"{""ot_epsilon"": 0.1, ""ot_num_iters"": 20}","{""num_particles"": 25, ""ess_threshold"": 0.5, ""resample"": ""auto"", ""ot_jitter"": ""1e-6"", ""train.steps"": 100, ""train.lr"": ""1e-1"", ""ot_epsilon"": 0.1, ""ot_num_iters"": 20}",
ot,1,ok,56.11048126220703,1.7573989629745483,0.0,0.07860509306192398,0.0,1.8360040560364723,56.11048126220703,0.0,12.397786140441895,0.0,734.9167186133564,0.0,3.079623222351074,0.0,0.31623631715774536,0.0,3.9804967403692655,0.0,747.8234407901764,1,0,"{""ot_epsilon"": 0.02, ""ot_num_iters"": 20}","{""num_particles"": 25, ""ess_threshold"": 0.5, ""resample"": ""auto"", ""ot_jitter"": ""1e-6"", ""train.steps"": 100, ""train.lr"": ""1e-1"", ""ot_epsilon"": 0.02, ""ot_num_iters"": 20}",
ot,9,ok,1814.1038818359375,6.49698543548584,0.0,0.7927623987197876,0.0,7.289747834205627,1814.1038818359375,0.0,2.3953354358673096,0.0,735.1179762147367,0.0,53714.3671875,0.0,1734074826752.0,0.0,0.8062984365078768,0.0,748.0829486846924,1,0,"{""ot_epsilon"": 0.5, ""ot_num_iters"": 20}","{""num_particles"": 25, ""ess_threshold"": 0.5, ""resample"": ""auto"", ""ot_jitter"": ""1e-6"", ""train.steps"": 100, ""train.lr"": ""1e-1"", ""ot_epsilon"": 0.5, ""ot_num_iters"": 20}",
ot,15,ok,56.79680633544922,1.747892141342163,0.0,0.11742924898862839,0.0,1.8653213903307915,56.79680633544922,0.0,14.09841537475586,0.0,736.4319901056588,0.0,3.7620458602905273,0.0,0.6000868082046509,0.0,4.30231644888584,0.0,749.502387046814,1,0,"{""ot_epsilon"": 10.0, ""ot_num_iters"": 20}","{""num_particles"": 25, ""ess_threshold"": 0.5, ""resample"": ""auto"", ""ot_jitter"": ""1e-6"", ""train.steps"": 100, ""train.lr"": ""1e-1"", ""ot_epsilon"": 10.0, ""ot_num_iters"": 20}",
ot,3,ok,55.96228790283203,1.7505651712417603,0.0,0.07779588550329208,0.0,1.8283610567450523,55.96228790283203,0.0,12.24574089050293,0.0,737.0833172425628,0.0,3.6637840270996094,0.0,0.4368961751461029,0.0,3.433240620614342,0.0,750.0135192871094,1,0,"{""ot_epsilon"": 0.05, ""ot_num_iters"": 20}","{""num_particles"": 25, ""ess_threshold"": 0.5, ""resample"": ""auto"", ""ot_jitter"": ""1e-6"", ""train.steps"": 100, ""train.lr"": ""1e-1"", ""ot_epsilon"": 0.05, ""ot_num_iters"": 20}",
ot,7,ok,56.30278015136719,1.7750697135925293,0.0,0.12633556127548218,0.0,1.9014052748680115,56.30278015136719,0.0,14.483806610107422,0.0,737.8635591119528,0.0,2.6055078506469727,0.0,0.18728069961071014,0.0,5.158965592199722,0.0,750.8419525623322,1,0,"{""ot_epsilon"": 25, ""ot_num_iters"": 20}","{""num_particles"": 25, ""ess_threshold"": 0.5, ""resample"": ""auto"", ""ot_jitter"": ""1e-6"", ""train.steps"": 100, ""train.lr"": ""1e-1"", ""ot_epsilon"": 25, ""ot_num_iters"": 20}",
ot,13,ok,57.85651779174805,1.6689468622207642,0.0,0.2850276529788971,0.0,1.9539745151996613,57.85651779174805,0.0,8.948368072509766,0.0,739.8827626556158,0.0,8.762184143066406,0.0,19.120214462280273,0.0,1.9051703667368969,0.0,752.9012718200684,1,0,"{""ot_epsilon"": 5.0, ""ot_num_iters"": 20}","{""num_particles"": 25, ""ess_threshold"": 0.5, ""resample"": ""auto"", ""ot_jitter"": ""1e-6"", ""train.steps"": 100, ""train.lr"": ""1e-1"", ""ot_epsilon"": 5.0, ""ot_num_iters"": 20}",
ot,6,ok,55.85895919799805,1.757561445236206,0.0,0.07984746992588043,0.0,1.8374089151620865,55.85895919799805,0.0,12.469966888427734,0.0,1049.6835697293282,0.0,3.7027523517608643,0.0,0.5435371398925781,0.0,3.1200542236042144,0.0,1063.820252418518,1,0,"{""ot_epsilon"": 0.1, ""ot_num_iters"": 40}","{""num_particles"": 25, ""ess_threshold"": 0.5, ""resample"": ""auto"", ""ot_jitter"": ""1e-6"", ""train.steps"": 100, ""train.lr"": ""1e-1"", ""ot_epsilon"": 0.1, ""ot_num_iters"": 40}",
ot,10,ok,75.79447937011719,1.7583364248275757,0.0,1.0207513570785522,0.0,2.779087781906128,75.79447937011719,0.0,2.9338510036468506,0.0,1050.1571362279356,0.0,20850.294921875,0.0,10203164573696.0,0.0,0.34480549316475284,0.0,1063.978397846222,1,0,"{""ot_epsilon"": 0.5, ""ot_num_iters"": 40}","{""num_particles"": 25, ""ess_threshold"": 0.5, ""resample"": ""auto"", ""ot_jitter"": ""1e-6"", ""train.steps"": 100, ""train.lr"": ""1e-1"", ""ot_epsilon"": 0.5, ""ot_num_iters"": 40}",
